"","Antoni","Pere","Marta","Claudia","Marc","Maria"
"875",893596.5,913659.9,904396.5,959974.4,931658.3,965860.6
"876",893174.3,913306.1,904058.9,959835.9,931369.8,965743.9
"877",892752.2,912952.3,903721.4,959697.3,931081.2,965627.2
"878",892290.7,912564.9,903359,959550.1,930764.8,965503.5
"879",891829.3,912177.5,902996.7,959402.8,930448.4,965379.7
"880",891367.8,911790.1,902634.4,959255.5,930132,965256
"881",890906.4,911402.8,902272.1,959108.3,929815.5,965132.2
"882",890444.9,911015.4,901909.8,958961,929499.1,965008.5
"883",889983.5,910628,901547.5,958813.8,929182.7,964884.7
"884",889522,910240.6,901185.2,958666.5,928866.3,964761
"885",889060.6,909853.2,900822.9,958519.2,928549.8,964637.2
"886",888599.1,909465.8,900460.6,958372,928233.4,964513.5
"887",888137.7,909078.5,900098.3,958224.7,927917,964389.7
"888",887676.2,908691.1,899736,958077.5,927600.6,964265.9
"889",887214.8,908303.7,899373.7,957930.2,927284.1,964142.2
"890",886703.6,907873.8,898981,957771.8,926932.4,964009.3
"891",886192.3,907443.9,898588.3,957613.4,926580.7,963876.4
"892",885681.1,907014,898195.5,957455,926229,963743.5
"893",885169.9,906584.1,897802.8,957296.6,925877.3,963610.6
"894",884658.6,906154.2,897410,957138.2,925525.6,963477.8
"895",884147.4,905724.3,897017.3,956979.8,925173.8,963344.9
"896",883636.2,905294.4,896624.6,956821.4,924822.1,963212
"897",883124.9,904864.6,896231.8,956663,924470.4,963079.1
"898",882613.7,904434.7,895839.1,956504.6,924118.7,962946.2
"899",882102.5,904004.8,895446.3,956346.2,923767,962813.3
"900",881591.2,903574.9,895053.6,956187.8,923415.2,962680.4
"901",881080,903145,894660.9,956029.4,923063.5,962547.5
"902",880509.3,902663.9,894230.9,955856.4,922669,962402.5
"903",879938.5,902182.8,893800.9,955683.3,922274.4,962257.4
"904",879367.8,901701.8,893370.9,955510.3,921879.8,962112.3
"905",878797.1,901220.7,892940.9,955337.2,921485.3,961967.2
"906",878226.4,900739.6,892510.9,955164.2,921090.7,961822.2
"907",877655.6,900258.5,892080.9,954991.1,920696.2,961677.1
"908",877084.9,899777.5,891650.9,954818.1,920301.6,961532
"909",876514.2,899296.4,891220.9,954645,919907,961386.9
"910",875943.5,898815.3,890791,954472,919512.5,961241.8
"911",875372.8,898334.2,890361,954298.9,919117.9,961096.8
"912",874802,897853.1,889931,954125.9,918723.3,960951.7
"913",874231.3,897372.1,889501,953952.8,918328.8,960806.6
"914",873592.3,896831.8,889025.3,953760.6,917884.2,960645.4
"915",872953.3,896291.5,888549.6,953568.5,917439.7,960484.2
"916",872314.3,895751.2,888073.9,953376.3,916995.2,960323.1
"917",871675.4,895210.9,887598.2,953184.1,916550.6,960161.9
"918",871036.4,894670.6,887122.5,952991.9,916106.1,960000.7
"919",870397.4,894130.3,886646.8,952799.7,915661.6,959839.5
"920",869758.4,893590.1,886171.1,952607.5,915217,959678.3
"921",869119.4,893049.8,885695.4,952415.4,914772.5,959517.1
"922",868480.4,892509.5,885219.7,952223.2,914327.9,959356
"923",867841.4,891969.2,884744,952031,913883.4,959194.8
"924",867202.4,891428.9,884268.3,951838.8,913438.9,959033.6
"925",866563.5,890888.6,883792.6,951646.6,912994.3,958872.4
"926",865844.3,890277.8,883259.4,951428.3,912489.3,958688.9
"927",865125.2,889667,882726.3,951210,911984.4,958505.4
"928",864406.1,889056.2,882193.1,950991.7,911479.4,958322
"929",863687,888445.4,881660,950773.5,910974.4,958138.5
"930",862967.9,887834.5,881126.8,950555.2,910469.4,957955
"931",862248.7,887223.7,880593.7,950336.9,909964.4,957771.5
"932",861529.6,886612.9,880060.6,950118.6,909459.4,957588
"933",860810.5,886002.1,879527.4,949900.3,908954.5,957404.5
"934",860091.4,885391.3,878994.3,949682,908449.5,957221.1
"935",859372.3,884780.5,878461.1,949463.7,907944.5,957037.6
"936",858653.1,884169.6,877928,949245.4,907439.5,956854.1
"937",857934,883558.8,877394.8,949027.1,906934.5,956670.6
"938",857124.7,882868.3,876793.2,948776.5,906361,956459.4
"939",856315.4,882177.8,876191.6,948526,905787.4,956248.2
"940",855506.1,881487.3,875589.9,948275.4,905213.9,956037.1
"941",854696.7,880796.8,874988.3,948024.9,904640.3,955825.9
"942",853887.4,880106.3,874386.6,947774.3,904066.8,955614.7
"943",853078.1,879415.7,873785,947523.8,903493.2,955403.5
"944",852268.8,878725.2,873183.4,947273.2,902919.7,955192.3
"945",851459.5,878034.7,872581.7,947022.7,902346.2,954981.1
"946",850650.1,877344.2,871980.1,946772.1,901772.6,954770
"947",849840.8,876653.7,871378.4,946521.6,901199.1,954558.8
"948",849031.5,875963.2,870776.8,946271,900625.5,954347.6
"949",848222.2,875272.7,870175.2,946020.5,900052,954136.4
"950",847307.2,874487.8,869492.3,945729.2,899396.4,953889.9
"951",846392.2,873702.9,868809.4,945437.9,898740.8,953643.4
"952",845477.2,872918,868126.5,945146.7,898085.2,953396.9
"953",844562.1,872133.1,867443.6,944855.4,897429.6,953150.5
"954",843647.1,871348.3,866760.7,944564.1,896774,952904
"955",842732.1,870563.4,866077.8,944272.9,896118.4,952657.5
"956",841817.1,869778.5,865394.9,943981.6,895462.7,952411
"957",840902.1,868993.6,864712,943690.4,894807.1,952164.5
"958",839987.1,868208.7,864029.1,943399.1,894151.5,951918
"959",839072.1,867423.8,863346.2,943107.8,893495.9,951671.5
"960",838157.1,866639,862663.3,942816.6,892840.3,951425
"961",837242.1,865854.1,861980.4,942525.3,892184.7,951178.5
"962",836203.2,864957.2,861201,942182.4,891430.5,950886.8
"963",835164.4,864060.4,860421.6,941839.6,890676.3,950595.1
"964",834125.5,863163.5,859642.1,941496.7,889922.1,950303.4
"965",833086.7,862266.7,858862.7,941153.9,889167.8,950011.7
"966",832047.8,861369.8,858083.2,940811,888413.6,949720
"967",831008.9,860473,857303.8,940468.1,887659.4,949428.3
"968",829970.1,859576.1,856524.3,940125.3,886905.1,949136.6
"969",828931.2,858679.2,855744.9,939782.4,886150.9,948844.9
"970",827892.4,857782.4,854965.5,939439.5,885396.7,948553.2
"971",826853.5,856885.5,854186,939096.7,884642.5,948261.5
"972",825814.7,855988.7,853406.6,938753.8,883888.2,947969.8
"973",824775.8,855091.8,852627.1,938410.9,883134,947678.1
"974",823600.5,854070.1,851737.2,938005.7,882268.5,947331.3
"975",822425.2,853048.5,850847.3,937600.5,881403.1,946984.5
"976",821249.8,852026.8,849957.3,937195.3,880537.6,946637.7
"977",820074.5,851005.1,849067.4,936790.1,879672.2,946290.9
"978",818899.2,849983.4,848177.5,936384.9,878806.7,945944.1
"979",817723.8,848961.7,847287.5,935979.7,877941.3,945597.3
"980",816548.5,847940,846397.6,935574.5,877075.8,945250.5
"981",815373.2,846918.4,845507.7,935169.3,876210.4,944903.7
"982",814197.9,845896.7,844617.7,934764,875344.9,944556.9
"983",813022.5,844875,843727.8,934358.8,874479.4,944210.1
"984",811847.2,843853.3,842837.9,933953.6,873614,943863.3
"985",810671.9,842831.6,841947.9,933548.4,872748.5,943516.5
"986",809335.6,841659.4,840925.2,933061.8,871745.9,943096.8
"987",807999.3,840487.2,839902.4,932575.1,870743.2,942677.1
"988",806663.1,839315,838879.7,932088.5,869740.5,942257.4
"989",805326.8,838142.7,837856.9,931601.8,868737.9,941837.7
"990",803990.5,836970.5,836834.2,931115.2,867735.2,941418
"991",802654.3,835798.3,835811.4,930628.5,866732.5,940998.3
"992",801318,834626.1,834788.7,930141.8,865729.9,940578.6
"993",799981.7,833453.8,833765.9,929655.2,864727.2,940158.8
"994",798645.4,832281.6,832743.2,929168.5,863724.5,939739.1
"995",797309.2,831109.4,831720.4,928681.9,862721.9,939319.4
"996",795972.9,829937.2,830697.7,928195.2,861719.2,938899.7
"997",794636.6,828764.9,829674.9,927708.6,860716.5,938480
"998",793131,827432.2,828504.1,927126.8,859565.6,937974.5
"999",791625.3,826099.4,827333.3,926545,858414.7,937469
"1000",790119.6,824766.7,826162.5,925963.3,857263.8,936963.5
"1001",788614,823433.9,824991.7,925381.5,856113,936458
"1002",787108.3,822101.2,823820.9,924799.7,854962.1,935952.5
"1003",785602.7,820768.4,822650,924218,853811.2,935447
"1004",784097,819435.7,821479.2,923636.2,852660.3,934941.5
"1005",782591.3,818102.9,820308.4,923054.4,851509.4,934436.1
"1006",781085.7,816770.2,819137.6,922472.7,850358.5,933930.6
"1007",779580,815437.4,817966.8,921890.9,849207.6,933425.1
"1008",778074.4,814104.6,816796,921309.1,848056.7,932919.6
"1009",776568.7,812771.9,815625.1,920727.4,846905.8,932414.1
"1010",774868,811249.6,814278.4,920023,845575.4,931796.5
"1011",773167.3,809727.2,812931.6,919318.6,844245,931179
"1012",771466.6,808204.9,811584.9,918614.2,842914.6,930561.5
"1013",769765.9,806682.6,810238.1,917909.8,841584.2,929944
"1014",768065.3,805160.2,808891.4,917205.3,840253.8,929326.5
"1015",766364.6,803637.9,807544.6,916500.9,838923.4,928708.9
"1016",764663.9,802115.6,806197.9,915796.5,837593,928091.4
"1017",762963.2,800593.3,804851.1,915092.1,836262.6,927473.9
"1018",761262.5,799070.9,803504.4,914387.7,834932.2,926856.4
"1019",759561.8,797548.6,802157.6,913683.3,833601.8,926238.8
"1020",757861.1,796026.3,800810.9,912978.9,832271.4,925621.3
"1021",756160.4,794503.9,799464.1,912274.5,830941,925003.8
"1022",754256.9,792780.1,797923.7,911426,829415.8,924253.2
"1023",752353.3,791056.3,796383.3,910577.4,827890.6,923502.6
"1024",750449.7,789332.5,794842.9,909728.8,826365.3,922752
"1025",748546.1,787608.6,793302.5,908880.2,824840.1,922001.4
"1026",746642.5,785884.8,791762.1,908031.6,823314.9,921250.8
"1027",744739,784161,790221.8,907183,821789.6,920500.1
"1028",742835.4,782437.2,788681.4,906334.5,820264.4,919749.5
"1029",740931.8,780713.3,787141,905485.9,818739.2,918998.9
"1030",739028.2,778989.5,785600.6,904637.3,817213.9,918248.3
"1031",737124.7,777265.7,784060.2,903788.7,815688.7,917497.7
"1032",735221.1,775541.9,782519.8,902940.1,814163.4,916747.1
"1033",733317.5,773818.1,780979.4,902091.5,812638.2,915996.5
"1034",731177.4,771854.3,779199.1,901051.9,810876,915067.6
"1035",729037.3,769890.6,777418.8,900012.4,809113.8,914138.7
"1036",726897.2,767926.9,775638.5,898972.8,807351.6,913209.9
"1037",724757.1,765963.1,773858.2,897933.2,805589.4,912281
"1038",722617,763999.4,772077.9,896893.6,803827.2,911352.1
"1039",720476.9,762035.7,770297.6,895854,802065,910423.2
"1040",718336.8,760072,768517.2,894814.4,800302.9,909494.3
"1041",716196.7,758108.2,766736.9,893774.8,798540.7,908565.5
"1042",714056.6,756144.5,764956.6,892735.2,796778.5,907636.6
"1043",711916.5,754180.8,763176.3,891695.6,795016.3,906707.7
"1044",709776.4,752217,761396,890656,793254.1,905778.8
"1045",707636.3,750253.3,759615.7,889616.4,791491.9,904849.9
"1046",705259.3,748041.9,757578.5,888353,789477.9,903709.2
"1047",702882.3,745830.4,755541.3,887089.5,787463.9,902568.5
"1048",700505.2,743619,753504.1,885826,785449.9,901427.8
"1049",698128.2,741407.6,751466.9,884562.6,783435.9,900287.1
"1050",695751.2,739196.1,749429.7,883299.1,781421.9,899146.4
"1051",693374.1,736984.7,747392.5,882035.6,779407.9,898005.7
"1052",690997.1,734773.3,745355.3,880772.2,777393.9,896865
"1053",688620.1,732561.8,743318.1,879508.7,775379.9,895724.3
"1054",686243,730350.4,741280.9,878245.2,773365.9,894583.6
"1055",683866,728139,739243.7,876981.8,771351.9,893442.9
"1056",681488.9,725927.5,737206.5,875718.3,769337.9,892302.2
"1057",679111.9,723716.1,735169.3,874454.8,767323.9,891161.5
"1058",676507.7,721258.8,732871.3,872939.6,765051.8,889779
"1059",673903.6,718801.4,730573.4,871424.4,762779.6,888396.6
"1060",671299.4,716344.1,728275.5,869909.2,760507.5,887014.1
"1061",668695.2,713886.8,725977.5,868394,758235.3,885631.7
"1062",666091.1,711429.4,723679.6,866878.8,755963.2,884249.2
"1063",663486.9,708972.1,721381.6,865363.6,753691,882866.8
"1064",660882.7,706514.8,719083.7,863848.4,751418.9,881484.3
"1065",658278.6,704057.5,716785.8,862333.2,749146.7,880101.9
"1066",655674.4,701600.1,714487.8,860818,746874.6,878719.4
"1067",653070.2,699142.8,712189.9,859302.8,744602.4,877337
"1068",650466.1,696685.5,709891.9,857787.6,742330.3,875954.5
"1069",647861.9,694228.1,707594,856272.4,740058.1,874572.1
"1070",645050.9,691537.2,705039,854480.9,737531.3,872920.3
"1071",642239.9,688846.2,702484.1,852689.5,735004.5,871268.6
"1072",639428.9,686155.3,699929.1,850898.1,732477.7,869616.8
"1073",636617.9,683464.3,697374.1,849106.6,729950.9,867965
"1074",633806.9,680773.4,694819.2,847315.2,727424,866313.3
"1075",630995.9,678082.4,692264.2,845523.8,724897.2,864661.5
"1076",628184.9,675391.5,689709.3,843732.3,722370.4,863009.8
"1077",625373.9,672700.5,687154.3,841940.9,719843.6,861358
"1078",622562.9,670009.6,684599.3,840149.4,717316.8,859706.3
"1079",619751.9,667318.6,682044.4,838358,714790,858054.5
"1080",616940.9,664627.7,679489.4,836566.6,712263.1,856402.8
"1081",614129.9,661936.7,676934.4,834775.1,709736.3,854751
"1082",611142.7,659035.5,674132.2,832686.7,706969.6,852805.3
"1083",608155.6,656134.3,671330,830598.2,704202.9,850859.5
"1084",605168.4,653233.1,668527.8,828509.8,701436.1,848913.8
"1085",602181.3,650331.9,665725.5,826421.3,698669.4,846968
"1086",599194.1,647430.7,662923.3,824332.9,695902.7,845022.2
"1087",596206.9,644529.5,660121.1,822244.4,693135.9,843076.5
"1088",593219.8,641628.3,657318.9,820156,690369.2,841130.7
"1089",590232.6,638727.1,654516.6,818067.5,687602.4,839185
"1090",587245.5,635825.9,651714.4,815979.1,684835.7,837239.2
"1091",584258.3,632924.7,648912.2,813890.6,682069,835293.5
"1092",581271.2,630023.5,646109.9,811802.2,679302.2,833347.7
"1093",578284,627122.3,643307.7,809713.7,676535.5,831402
"1094",575142.3,624024.3,640269.9,807301.4,673532.6,829130
"1095",572000.5,620926.4,637232.1,804889.1,670529.7,826858.1
"1096",568858.8,617828.5,634194.3,802476.8,667526.9,824586.1
"1097",565717,614730.5,631156.4,800064.6,664524,822314.1
"1098",562575.3,611632.6,628118.6,797652.3,661521.1,820042.2
"1099",559433.5,608534.7,625080.8,795240,658518.2,817770.2
"1100",556291.8,605436.7,622043,792827.7,655515.4,815498.2
"1101",553150.1,602338.8,619005.2,790415.4,652512.5,813226.3
"1102",550008.3,599240.9,615967.3,788003.1,649509.6,810954.3
"1103",546866.6,596142.9,612929.5,785590.8,646506.7,808682.3
"1104",543724.8,593045,609891.7,783178.5,643503.8,806410.4
"1105",540583.1,589947.1,606853.9,780766.2,640501,804138.4
"1106",537273.5,586631.3,603602.6,778007.9,637231.3,801511
"1107",533963.9,583315.5,600351.4,775249.7,633961.7,798883.5
"1108",530654.3,579999.8,597100.1,772491.4,630692,796256
"1109",527344.7,576684,593848.9,769733.1,627422.3,793628.6
"1110",524035.1,573368.3,590597.6,766974.9,624152.7,791001.1
"1111",520725.5,570052.5,587346.4,764216.6,620883,788373.7
"1112",517415.9,566736.8,584095.1,761458.4,617613.4,785746.2
"1113",514106.3,563421,580843.9,758700.1,614343.7,783118.7
"1114",510796.7,560105.3,577592.7,755941.8,611074.1,780491.3
"1115",507487.1,556789.5,574341.4,753183.6,607804.4,777863.8
"1116",504177.5,553473.8,571090.2,750425.3,604534.8,775236.3
"1117",500867.9,550158,567838.9,747667,601265.1,772608.9
"1118",497389.2,546617.7,564413.6,744566.1,597714.2,769621.9
"1119",493910.6,543077.5,560988.2,741465.2,594163.4,766634.9
"1120",490432,539537.2,557562.9,738364.3,590612.5,763647.9
"1121",486953.3,535997,554137.5,735263.4,587061.6,760660.9
"1122",483474.7,532456.7,550712.1,732162.4,583510.8,757673.9
"1123",479996.1,528916.4,547286.8,729061.5,579959.9,754686.9
"1124",476517.4,525376.2,543861.4,725960.6,576409,751699.9
"1125",473038.8,521835.9,540436.1,722859.7,572858.1,748712.9
"1126",469560.2,518295.6,537010.7,719758.8,569307.3,745725.9
"1127",466081.5,514755.4,533585.4,716657.9,565756.4,742738.9
"1128",462602.9,511215.1,530160,713557,562205.5,739751.9
"1129",459124.3,507674.8,526734.7,710456,558654.7,736764.9
"1130",455468.9,503896.6,523094.9,706944.1,554800.7,733344.6
"1131",451813.6,500118.3,519455.2,703432.3,550946.8,729924.4
"1132",448158.3,496340,515815.5,699920.4,547092.9,726504.2
"1133",444503,492561.7,512175.7,696408.5,543238.9,723083.9
"1134",440847.6,488783.4,508536,692896.6,539385,719663.7
"1135",437192.3,485005.1,504896.2,689384.7,535531.1,716243.4
"1136",433537,481226.9,501256.5,685872.8,531677.1,712823.2
"1137",429881.6,477448.6,497616.8,682360.9,527823.2,709403
"1138",426226.3,473670.3,493977,678849,523969.3,705982.7
"1139",422571,469892,490337.3,675337.1,520115.3,702562.5
"1140",418915.6,466113.7,486697.5,671825.2,516261.4,699142.2
"1141",415260.3,462335.4,483057.8,668313.3,512407.5,695722
"1142",411489.8,458377.9,479255.9,664405.3,508302.8,691874.1
"1143",407719.4,454420.4,475454,660497.3,504198.2,688026.2
"1144",403948.9,450462.8,471652.1,656589.2,500093.5,684178.3
"1145",400178.4,446505.3,467850.2,652681.2,495988.9,680330.5
"1146",396408,442547.7,464048.2,648773.2,491884.2,676482.6
"1147",392637.5,438590.2,460246.3,644865.1,487779.6,672634.7
"1148",388867.1,434632.7,456444.4,640957.1,483674.9,668786.8
"1149",385096.6,430675.1,452642.5,637049.1,479570.3,664938.9
"1150",381326.1,426717.6,448840.6,633141,475465.6,661091
"1151",377555.7,422760.1,445038.7,629233,471361,657243.2
"1152",373785.2,418802.5,441236.8,625324.9,467256.3,653395.3
"1153",370014.8,414845,437434.9,621416.9,463151.7,649547.4
"1154",366194.9,410774.8,433531,617143.5,458860.3,645293.5
"1155",362375.1,406704.5,429627.1,612870,454568.8,641039.6
"1156",358555.3,402634.3,425723.2,608596.5,450277.4,636785.8
"1157",354735.5,398564.1,421819.3,604323.1,445986,632531.9
"1158",350915.6,394493.9,417915.4,600049.6,441694.5,628278
"1159",347095.8,390423.6,414011.5,595776.1,437403.1,624024.1
"1160",343276,386353.4,410107.6,591502.7,433111.7,619770.3
"1161",339456.1,382283.2,406203.7,587229.2,428820.2,615516.4
"1162",335636.3,378213,402299.8,582955.8,424528.8,611262.5
"1163",331816.5,374142.8,398395.9,578682.3,420237.4,607008.6
"1164",327996.7,370072.5,394492,574408.8,415946,602754.8
"1165",324176.8,366002.3,390588.1,570135.4,411654.5,598500.9
"1166",320416.1,361941.7,386637,565531.2,407311.2,593867.5
"1167",316655.3,357881.2,382685.8,560927,402967.9,589234.2
"1168",312894.6,353820.6,378734.7,556322.8,398624.6,584600.8
"1169",309133.8,349760.1,374783.6,551718.6,394281.4,579967.4
"1170",305373.1,345699.5,370832.4,547114.5,389938.1,575334
"1171",301612.3,341639,366881.3,542510.3,385594.8,570700.7
"1172",297851.5,337578.4,362930.2,537906.1,381251.5,566067.3
"1173",294090.8,333517.9,358979.1,533301.9,376908.2,561433.9
"1174",290330,329457.3,355027.9,528697.7,372564.9,556800.6
"1175",286569.3,325396.7,351076.8,524093.5,368221.6,552167.2
"1176",282808.5,321336.2,347125.7,519489.3,363878.3,547533.8
"1177",279047.8,317275.6,343174.5,514885.2,359535,542900.5
"1178",275439.8,313330.5,339277.6,510066.5,355256.6,538000.6
"1179",271831.8,309385.3,335380.6,505247.9,350978.1,533100.7
"1180",268223.8,305440.2,331483.6,500429.2,346699.6,528200.9
"1181",264615.8,301495,327586.7,495610.6,342421.1,523301
"1182",261007.8,297549.9,323689.7,490792,338142.7,518401.1
"1183",257399.9,293604.7,319792.7,485973.3,333864.2,513501.3
"1184",253791.9,289659.6,315895.7,481154.7,329585.7,508601.4
"1185",250183.9,285714.5,311998.8,476336.1,325307.3,503701.5
"1186",246575.9,281769.3,308101.8,471517.4,321028.8,498801.6
"1187",242967.9,277824.2,304204.8,466698.8,316750.3,493901.8
"1188",239359.9,273879,300307.9,461880.1,312471.9,489001.9
"1189",235752,269933.9,296410.9,457061.5,308193.4,484102
"1190",232349.1,266165.8,292675.9,452207.6,304050.2,479123.2
"1191",228946.3,262397.8,288941,447353.6,299906.9,474144.3
"1192",225543.4,258629.7,285206,442499.7,295763.7,469165.4
"1193",222140.6,254861.7,281471.1,437645.7,291620.5,464186.5
"1194",218737.8,251093.6,277736.1,432791.8,287477.3,459207.7
"1195",215334.9,247325.6,274001.2,427937.8,283334,454228.8
"1196",211932.1,243557.5,270266.3,423083.9,279190.8,449249.9
"1197",208529.2,239789.5,266531.3,418229.9,275047.6,444271
"1198",205126.4,236021.5,262796.4,413376,270904.4,439292.1
"1199",201723.6,232253.4,259061.4,408522.1,266761.1,434313.3
"1200",198320.7,228485.4,255326.5,403668.1,262617.9,429334.4
"1201",194917.9,224717.3,251591.5,398814.2,258474.7,424355.5
"1202",191771.4,221189.5,248070.1,394003,254542.1,419376.9
"1203",188625,217661.6,244548.7,389191.9,250609.4,414398.4
"1204",185478.6,214133.8,241027.4,384380.8,246676.8,409419.8
"1205",182332.1,210606,237506,379569.7,242744.2,404441.2
"1206",179185.7,207078.1,233984.6,374758.5,238811.6,399462.7
"1207",176039.3,203550.3,230463.2,369947.4,234878.9,394484.1
"1208",172892.8,200022.5,226941.8,365136.3,230946.3,389505.6
"1209",169746.4,196494.6,223420.4,360325.2,227013.7,384527
"1210",166599.9,192966.8,219899,355514.1,223081.1,379548.4
"1211",163453.5,189439,216377.6,350702.9,219148.4,374569.9
"1212",160307.1,185911.1,212856.2,345891.8,215215.8,369591.3
"1213",157160.6,182383.3,209334.9,341080.7,211283.2,364612.7
"1214",154352.9,179201.7,206106.1,336473.3,207695,359808.4
"1215",151545.1,176020.1,202877.3,331865.8,204106.9,355004.1
"1216",148737.3,172838.5,199648.6,327258.4,200518.7,350199.7
"1217",145929.5,169656.9,196419.8,322651,196930.5,345395.4
"1218",143121.8,166475.3,193191.1,318043.6,193342.4,340591
"1219",140314,163293.7,189962.3,313436.2,189754.2,335786.7
"1220",137506.2,160112.1,186733.6,308828.8,186166,330982.4
"1221",134698.4,156930.5,183504.8,304221.4,182577.9,326178
"1222",131890.6,153748.9,180276.1,299613.9,178989.7,321373.7
"1223",129082.9,150567.3,177047.3,295006.5,175401.5,316569.4
"1224",126275.1,147385.7,173818.6,290399.1,171813.4,311765
"1225",123467.3,144204.1,170589.8,285791.7,168225.2,306960.7
"1226",121021.8,141403.9,167687.2,281464.2,165030.7,302413.2
"1227",118576.2,138603.7,164784.6,277136.7,161836.3,297865.7
"1228",116130.6,135803.6,161882.1,272809.2,158641.8,293318.2
"1229",113685,133003.4,158979.5,268481.7,155447.3,288770.7
"1230",111239.5,130203.2,156076.9,264154.3,152252.8,284223.2
"1231",108793.9,127403.1,153174.3,259826.8,149058.4,279675.7
"1232",106348.3,124602.9,150271.8,255499.3,145863.9,275128.2
"1233",103902.8,121802.7,147369.2,251171.8,142669.4,270580.7
"1234",101457.2,119002.5,144466.6,246844.3,139474.9,266033.2
"1235",99011.6,116202.4,141564,242516.8,136280.5,261485.7
"1236",96566,113402.2,138661.5,238189.3,133086,256938.2
"1237",94120.5,110602,135758.9,233861.9,129891.5,252390.7
"1238",92049.6,108206.8,133207.4,229887.4,127128.2,248181.4
"1239",89978.7,105811.5,130656,225912.9,124364.9,243972.2
"1240",87907.8,103416.3,128104.5,221938.4,121601.7,239763
"1241",85836.9,101021,125553.1,217963.9,118838.4,235553.7
"1242",83766,98625.7,123001.6,213989.4,116075.1,231344.5
"1243",81695.1,96230.5,120450.2,210014.9,113311.8,227135.2
"1244",79624.2,93835.2,117898.7,206040.4,110548.5,222926
"1245",77553.4,91440,115347.3,202065.9,107785.2,218716.8
"1246",75482.5,89044.7,112795.8,198091.4,105022,214507.5
"1247",73411.6,86649.5,110244.4,194116.9,102258.7,210298.3
"1248",71340.7,84254.2,107692.9,190142.4,99495.4,206089.1
"1249",69269.8,81858.9,105141.5,186167.9,96732.1,201879.8
"1250",67573.2,79877.6,102955.6,182611.5,94421.8,198084
"1251",65876.6,77896.3,100769.8,179055.2,92111.5,194288.3
"1252",64180,75915,98583.9,175498.8,89801.2,190492.5
"1253",62483.4,73933.7,96398.1,171942.5,87490.9,186696.7
"1254",60786.8,71952.4,94212.2,168386.1,85180.6,182900.9
"1255",59090.2,69971.1,92026.4,164829.8,82870.3,179105.1
"1256",57393.6,67989.8,89840.5,161273.4,80560,175309.3
"1257",55697.1,66008.4,87654.7,157717.1,78249.7,171513.5
"1258",54000.5,64027.1,85468.8,154160.7,75939.5,167717.7
"1259",52303.9,62045.8,83283,150604.4,73629.2,163921.9
"1260",50607.3,60064.5,81097.1,147048.1,71318.9,160126.1
"1261",48910.7,58083.2,78911.3,143491.7,69008.6,156330.3
"1262",47574.1,56508.4,77093.5,140405.5,67154,153010.9
"1263",46237.5,54933.6,75275.7,137319.2,65299.4,149691.5
"1264",44901,53358.7,73457.9,134233,63444.8,146372.1
"1265",43564.4,51783.9,71640.1,131146.7,61590.2,143052.7
"1266",42227.8,50209.1,69822.4,128060.5,59735.6,139733.3
"1267",40891.2,48634.3,68004.6,124974.2,57881,136413.9
"1268",39554.7,47059.4,66186.8,121888,56026.4,133094.5
"1269",38218.1,45484.6,64369,118801.7,54171.8,129775.1
"1270",36881.5,43909.8,62551.2,115715.5,52317.3,126455.7
"1271",35544.9,42335,60733.5,112629.2,50462.7,123136.3
"1272",34208.3,40760.2,58915.7,109543,48608.1,119816.9
"1273",32871.8,39185.3,57097.9,106456.7,46753.5,116497.5
"1274",31867,37992.2,55637.8,103873.9,45336.1,113698.8
"1275",30862.3,36799.1,54177.6,101291,43918.7,110900.1
"1276",29857.6,35606,52717.5,98708.2,42501.4,108101.4
"1277",28852.9,34412.9,51257.3,96125.3,41084,105302.7
"1278",27848.1,33219.8,49797.2,93542.5,39666.6,102504
"1279",26843.4,32026.7,48337.1,90959.7,38249.2,99705.2
"1280",25838.7,30833.6,46876.9,88376.8,36831.8,96906.5
"1281",24833.9,29640.5,45416.8,85794,35414.5,94107.8
"1282",23829.2,28447.5,43956.6,83211.1,33997.1,91309.1
"1283",22824.5,27254.4,42496.5,80628.3,32579.7,88510.4
"1284",21819.8,26061.3,41036.4,78045.5,31162.3,85711.7
"1285",20815,24868.2,39576.2,75462.6,29745,82913
"1286",20102.4,24016.8,38450.4,73393.1,28726.6,80654.7
"1287",19389.8,23165.4,37324.5,71323.5,27708.3,78396.4
"1288",18677.2,22314.1,36198.7,69253.9,26690,76138
"1289",17964.6,21462.7,35072.8,67184.4,25671.7,73879.7
"1290",17252.1,20611.4,33946.9,65114.8,24653.4,71621.3
"1291",16539.5,19760,32821.1,63045.2,23635.1,69363
"1292",15826.9,18908.7,31695.2,60975.7,22616.8,67104.7
"1293",15114.3,18057.3,30569.4,58906.1,21598.5,64846.3
"1294",14401.7,17206,29443.5,56836.5,20580.2,62588
"1295",13689.1,16354.6,28317.7,54767,19561.9,60329.7
"1296",12976.5,15503.3,27191.8,52697.4,18543.5,58071.3
"1297",12263.9,14651.9,26066,50627.8,17525.2,55813
"1298",11807.7,14106.9,25239.2,49054.8,16873.4,54085.5
"1299",11351.5,13561.9,24412.4,47481.7,16221.5,52358
"1300",10895.4,13016.9,23585.7,45908.7,15569.6,50630.6
"1301",10439.2,12471.9,22758.9,44335.6,14917.7,48903.1
"1302",9983,11926.9,21932.1,42762.5,14265.9,47175.6
"1303",9526.9,11381.9,21105.4,41189.5,13614,45448.1
