"","Antoni","Pere","Marta","Claudia","Marc","Maria"
"436",978228.8,984152.6,968034.1,990790.2,988922.1,992711
"437",978190.9,984124.9,967995.9,990777.2,988902.7,992700.4
"438",978153,984097.2,967957.7,990764.2,988883.3,992689.8
"439",978115.1,984069.5,967919.4,990751.2,988863.9,992679.2
"440",978077.2,984041.8,967881.2,990738.2,988844.5,992668.6
"441",978039.3,984014.1,967843,990725.2,988825,992658
"442",978001.3,983986.4,967804.8,990712.2,988805.6,992647.4
"443",977963.4,983958.7,967766.6,990699.1,988786.2,992636.8
"444",977925.5,983931,967728.4,990686.1,988766.8,992626.2
"445",977887.6,983903.3,967690.2,990673.1,988747.4,992615.6
"446",977848.1,983874.4,967649.7,990659,988727.1,992604
"447",977808.6,983845.5,967609.3,990644.8,988706.9,992592.4
"448",977769,983816.7,967568.8,990630.6,988686.7,992580.8
"449",977729.5,983787.8,967528.4,990616.5,988666.4,992569.2
"450",977690,983758.9,967487.9,990602.3,988646.2,992557.6
"451",977650.5,983730.1,967447.4,990588.1,988625.9,992546
"452",977611,983701.2,967407,990574,988605.7,992534.4
"453",977571.5,983672.3,967366.5,990559.8,988585.4,992522.8
"454",977531.9,983643.4,967326.1,990545.6,988565.2,992511.2
"455",977492.4,983614.6,967285.6,990531.5,988545,992499.6
"456",977452.9,983585.7,967245.2,990517.3,988524.7,992487.9
"457",977413.4,983556.8,967204.7,990503.1,988504.5,992476.3
"458",977371.8,983526.4,967161.7,990487.6,988483.2,992463.5
"459",977330.2,983496,967118.6,990472.1,988461.8,992450.7
"460",977288.5,983465.6,967075.6,990456.5,988440.5,992437.9
"461",977246.9,983435.2,967032.5,990441,988419.2,992425.1
"462",977205.3,983404.8,966989.5,990425.5,988397.9,992412.3
"463",977163.7,983374.4,966946.4,990410,988376.5,992399.5
"464",977122,983343.9,966903.4,990394.4,988355.2,992386.8
"465",977080.4,983313.5,966860.3,990378.9,988333.9,992374
"466",977038.8,983283.1,966817.3,990363.4,988312.6,992361.2
"467",976997.2,983252.7,966774.2,990347.8,988291.2,992348.4
"468",976955.6,983222.3,966731.2,990332.3,988269.9,992335.6
"469",976913.9,983191.9,966688.2,990316.8,988248.6,992322.8
"470",976869.6,983159.4,966642.3,990299.7,988225.8,992308.6
"471",976825.2,983127,966596.4,990282.7,988203.1,992294.5
"472",976780.8,983094.6,966550.6,990265.6,988180.3,992280.4
"473",976736.4,983062.1,966504.7,990248.6,988157.6,992266.2
"474",976692.1,983029.7,966458.9,990231.5,988134.9,992252.1
"475",976647.7,982997.3,966413,990214.4,988112.1,992238
"476",976603.3,982964.9,966367.2,990197.4,988089.4,992223.8
"477",976558.9,982932.4,966321.3,990180.3,988066.6,992209.7
"478",976514.5,982900,966275.5,990163.3,988043.9,992195.6
"479",976470.2,982867.6,966229.6,990146.2,988021.1,992181.5
"480",976425.8,982835.1,966183.8,990129.2,987998.4,992167.3
"481",976381.4,982802.7,966137.9,990112.1,987975.7,992153.2
"482",976333.7,982767.8,966088.9,990093.4,987951.2,992137.6
"483",976286,982733,966039.9,990074.6,987926.8,992122
"484",976238.3,982698.1,965990.9,990055.9,987902.3,992106.3
"485",976190.6,982663.3,965941.9,990037.1,987877.9,992090.7
"486",976142.9,982628.4,965892.9,990018.4,987853.4,992075.1
"487",976095.3,982593.5,965843.9,989999.6,987829,992059.5
"488",976047.6,982558.7,965794.9,989980.9,987804.5,992043.8
"489",975999.9,982523.8,965745.9,989962.1,987780.1,992028.2
"490",975952.2,982489,965696.9,989943.4,987755.6,992012.6
"491",975904.5,982454.1,965647.9,989924.6,987731.2,991997
"492",975856.8,982419.2,965598.9,989905.8,987706.7,991981.4
"493",975809.1,982384.4,965549.9,989887.1,987682.3,991965.7
"494",975757.5,982346.6,965497.4,989866.5,987655.8,991948.5
"495",975705.8,982308.9,965444.9,989845.9,987629.3,991931.2
"496",975654.2,982271.2,965392.4,989825.2,987602.9,991913.9
"497",975602.6,982233.4,965339.9,989804.6,987576.4,991896.7
"498",975551,982195.7,965287.5,989784,987549.9,991879.4
"499",975499.4,982157.9,965235,989763.4,987523.4,991862.2
"500",975447.7,982120.2,965182.5,989742.8,987497,991844.9
"501",975396.1,982082.5,965130,989722.2,987470.5,991827.6
"502",975344.5,982044.7,965077.6,989701.5,987444,991810.4
"503",975292.9,982007,965025.1,989680.9,987417.6,991793.1
"504",975241.2,981969.2,964972.6,989660.3,987391.1,991775.9
"505",975189.6,981931.5,964920.1,989639.7,987364.6,991758.6
"506",975133.5,981890.2,964863.7,989617,987335.4,991739.5
"507",975077.3,981848.9,964807.2,989594.3,987306.2,991720.4
"508",975021.2,981807.6,964750.7,989571.5,987277,991701.3
"509",974965,981766.2,964694.3,989548.8,987247.8,991682.2
"510",974908.9,981724.9,964637.8,989526.1,987218.6,991663.1
"511",974852.8,981683.6,964581.3,989503.4,987189.4,991644
"512",974796.6,981642.3,964524.9,989480.7,987160.2,991624.9
"513",974740.5,981601,964468.4,989457.9,987131,991605.8
"514",974684.3,981559.6,964412,989435.2,987101.8,991586.7
"515",974628.2,981518.3,964355.5,989412.5,987072.6,991567.6
"516",974572,981477,964299,989389.8,987043.4,991548.5
"517",974515.9,981435.7,964242.6,989367.1,987014.2,991529.4
"518",974454.5,981390.2,964181.7,989342,986981.8,991508.2
"519",974393.1,981344.6,964120.8,989317,986949.3,991487.1
"520",974331.7,981299.1,964059.9,989291.9,986916.9,991465.9
"521",974270.4,981253.6,963999,989266.9,986884.4,991444.8
"522",974209,981208.1,963938.1,989241.8,986852,991423.6
"523",974147.6,981162.5,963877.2,989216.8,986819.5,991402.5
"524",974086.2,981117,963816.4,989191.7,986787.1,991381.3
"525",974024.8,981071.5,963755.5,989166.7,986754.6,991360.2
"526",973963.4,981026,963694.6,989141.6,986722.2,991339
"527",973902,980980.4,963633.7,989116.6,986689.7,991317.9
"528",973840.7,980934.9,963572.8,989091.5,986657.3,991296.7
"529",973779.3,980889.4,963511.9,989066.5,986624.8,991275.6
"530",973712.1,980839.1,963446.3,989038.9,986588.6,991252.2
"531",973644.9,980788.8,963380.8,989011.3,986552.4,991228.8
"532",973577.7,980738.5,963315.2,988983.7,986516.2,991205.4
"533",973510.5,980688.3,963249.6,988956.1,986480,991182
"534",973443.3,980638,963184,988928.5,986443.8,991158.6
"535",973376.1,980587.7,963118.4,988900.9,986407.6,991135.2
"536",973308.9,980537.4,963052.9,988873.3,986371.4,991111.8
"537",973241.7,980487.1,962987.3,988845.8,986335.2,991088.4
"538",973174.4,980436.8,962921.7,988818.2,986299,991065
"539",973107.2,980386.6,962856.1,988790.6,986262.8,991041.6
"540",973040,980336.3,962790.6,988763,986226.6,991018.2
"541",972972.8,980286,962725,988735.4,986190.4,990994.8
"542",972899,980230.2,962654.3,988704.9,986149.8,990968.9
"543",972825.2,980174.4,962583.6,988674.5,986109.2,990943
"544",972751.5,980118.6,962513,988644,986068.6,990917
"545",972677.7,980062.9,962442.3,988613.6,986028,990891.1
"546",972603.9,980007.1,962371.7,988583.1,985987.3,990865.2
"547",972530.1,979951.3,962301,988552.7,985946.7,990839.2
"548",972456.3,979895.5,962230.3,988522.2,985906.1,990813.3
"549",972382.5,979839.7,962159.7,988491.8,985865.5,990787.4
"550",972308.7,979784,962089,988461.3,985824.9,990761.4
"551",972234.9,979728.2,962018.3,988430.9,985784.3,990735.5
"552",972161.1,979672.4,961947.7,988400.4,985743.6,990709.6
"553",972087.3,979616.6,961877,988370,985703,990683.6
"554",972006.2,979554.6,961801.1,988336.4,985657.3,990654.8
"555",971925,979492.5,961725.2,988302.8,985611.5,990626.1
"556",971843.9,979430.5,961649.3,988269.1,985565.7,990597.3
"557",971762.7,979368.4,961573.4,988235.5,985519.9,990568.6
"558",971681.6,979306.4,961497.5,988201.9,985474.2,990539.8
"559",971600.4,979244.3,961421.6,988168.3,985428.4,990511
"560",971519.3,979182.3,961345.7,988134.7,985382.6,990482.3
"561",971438.2,979120.2,961269.8,988101.1,985336.9,990453.5
"562",971357,979058.2,961193.9,988067.5,985291.1,990424.7
"563",971275.9,978996.1,961118,988033.9,985245.3,990396
"564",971194.7,978934.1,961042.1,988000.3,985199.5,990367.2
"565",971113.6,978872,960966.2,987966.7,985153.8,990338.4
"566",971024.2,978802.8,960884.9,987929.6,985101.9,990306.5
"567",970934.9,978733.5,960803.6,987892.5,985050.1,990274.5
"568",970845.5,978664.3,960722.4,987855.4,984998.3,990242.6
"569",970756.1,978595.1,960641.1,987818.2,984946.5,990210.6
"570",970666.8,978525.8,960559.8,987781.1,984894.6,990178.7
"571",970577.4,978456.6,960478.6,987744,984842.8,990146.7
"572",970488,978387.4,960397.3,987706.9,984791,990114.8
"573",970398.7,978318.1,960316,987669.8,984739.2,990082.8
"574",970309.3,978248.9,960234.7,987632.7,984687.4,990050.9
"575",970219.9,978179.6,960153.5,987595.6,984635.5,990018.9
"576",970130.6,978110.4,960072.2,987558.5,984583.7,989987
"577",970041.2,978041.2,959990.9,987521.4,984531.9,989955
"578",969942.6,977963.7,959904,987480.3,984473,989919.4
"579",969844.1,977886.3,959817,987439.2,984414.1,989883.8
"580",969745.6,977808.9,959730.1,987398.1,984355.2,989848.2
"581",969647,977731.4,959643.1,987357,984296.4,989812.6
"582",969548.5,977654,959556.1,987315.9,984237.5,989777
"583",969449.9,977576.6,959469.2,987274.8,984178.6,989741.4
"584",969351.4,977499.1,959382.2,987233.7,984119.7,989705.8
"585",969252.8,977421.7,959295.3,987192.6,984060.8,989670.2
"586",969154.3,977344.3,959208.3,987151.5,984001.9,989634.6
"587",969055.8,977266.9,959121.3,987110.4,983943.1,989598.9
"588",968957.2,977189.4,959034.4,987069.3,983884.2,989563.3
"589",968858.7,977112,958947.4,987028.2,983825.3,989527.7
"590",968749.9,977025.3,958854.6,986982.7,983758.3,989488
"591",968641.1,976938.5,958761.8,986937.1,983691.2,989448.3
"592",968532.3,976851.8,958669,986891.6,983624.2,989408.6
"593",968423.5,976765.1,958576.1,986846.1,983557.2,989368.9
"594",968314.7,976678.3,958483.3,986800.6,983490.1,989329.2
"595",968205.9,976591.6,958390.5,986755.1,983423.1,989289.5
"596",968097.2,976504.9,958297.7,986709.5,983356.1,989249.7
"597",967988.4,976418.1,958204.9,986664,983289,989210
"598",967879.6,976331.4,958112,986618.5,983222,989170.3
"599",967770.8,976244.7,958019.2,986573,983155,989130.6
"600",967662,976158,957926.4,986527.5,983087.9,989090.9
"601",967553.2,976071.2,957833.6,986481.9,983020.9,989051.2
"602",967433.3,975974.3,957734.7,986431.6,982944.8,989006.9
"603",967313.4,975877.3,957635.7,986381.2,982868.7,988962.7
"604",967193.4,975780.4,957536.8,986330.8,982792.6,988918.4
"605",967073.5,975683.5,957437.9,986280.5,982716.5,988874.2
"606",966953.6,975586.5,957339,986230.1,982640.4,988829.9
"607",966833.7,975489.6,957240.1,986179.7,982564.4,988785.7
"608",966713.7,975392.7,957141.2,986129.4,982488.3,988741.4
"609",966593.8,975295.7,957042.3,986079,982412.2,988697.2
"610",966473.9,975198.8,956943.3,986028.6,982336.1,988652.9
"611",966354,975101.8,956844.4,985978.2,982260,988608.6
"612",966234,975004.9,956745.5,985927.9,982183.9,988564.4
"613",966114.1,974908,956646.6,985877.5,982107.8,988520.1
"614",965982.2,974800,956541.3,985821.9,982021.9,988471
"615",965850.2,974692,956436,985766.3,981935.9,988421.8
"616",965718.3,974584,956330.7,985710.7,981850,988372.6
"617",965586.4,974476.1,956225.5,985655.1,981764.1,988323.4
"618",965454.4,974368.1,956120.2,985599.5,981678.1,988274.3
"619",965322.5,974260.1,956014.9,985544,981592.2,988225.1
"620",965190.6,974152.1,955909.6,985488.4,981506.3,988175.9
"621",965058.7,974044.2,955804.3,985432.8,981420.3,988126.8
"622",964926.7,973936.2,955699,985377.2,981334.4,988077.6
"623",964794.8,973828.2,955593.8,985321.6,981248.5,988028.4
"624",964662.9,973720.3,955488.5,985266,981162.5,987979.2
"625",964530.9,973612.3,955383.2,985210.4,981076.6,987930.1
"626",964386.4,973492.7,955271.4,985149.4,980980.3,987875.8
"627",964241.8,973373.2,955159.6,985088.4,980884.1,987821.5
"628",964097.3,973253.7,955047.7,985027.4,980787.8,987767.2
"629",963952.7,973134.1,954935.9,984966.4,980691.6,987713
"630",963808.2,973014.6,954824.1,984905.4,980595.3,987658.7
"631",963663.6,972895,954712.3,984844.4,980499,987604.4
"632",963519.1,972775.5,954600.5,984783.5,980402.8,987550.1
"633",963374.5,972656,954488.7,984722.5,980306.5,987495.9
"634",963230,972536.4,954376.8,984661.5,980210.3,987441.6
"635",963085.4,972416.9,954265,984600.5,980114,987387.3
"636",962940.9,972297.3,954153.2,984539.5,980017.7,987333
"637",962796.3,972177.8,954041.4,984478.5,979921.5,987278.8
"638",962638.8,972046.4,953922.8,984412.1,979814.8,987219.3
"639",962481.2,971915.1,953804.2,984345.6,979708,987159.9
"640",962323.7,971783.7,953685.6,984279.2,979601.3,987100.5
"641",962166.1,971652.4,953567,984212.7,979494.5,987041.1
"642",962008.6,971521,953448.4,984146.3,979387.8,986981.7
"643",961851.1,971389.7,953329.8,984079.9,979281.1,986922.2
"644",961693.5,971258.3,953211.2,984013.4,979174.3,986862.8
"645",961536,971127,953092.6,983947,979067.6,986803.4
"646",961378.4,970995.6,952974,983880.5,978960.9,986744
"647",961220.9,970864.3,952855.4,983814.1,978854.1,986684.6
"648",961063.3,970732.9,952736.8,983747.7,978747.4,986625.2
"649",960905.8,970601.6,952618.2,983681.2,978640.7,986565.7
"650",960735.2,970458.5,952492.7,983609.6,978523.6,986501.4
"651",960564.6,970315.4,952367.3,983537.9,978406.6,986437.1
"652",960394.1,970172.4,952241.8,983466.2,978289.6,986372.8
"653",960223.5,970029.3,952116.4,983394.6,978172.6,986308.5
"654",960052.9,969886.2,951990.9,983322.9,978055.5,986244.2
"655",959882.3,969743.2,951865.4,983251.3,977938.5,986179.8
"656",959711.7,969600.1,951740,983179.6,977821.5,986115.5
"657",959541.1,969457,951614.5,983107.9,977704.5,986051.2
"658",959370.6,969314,951489.1,983036.3,977587.4,985986.9
"659",959200,969170.9,951363.6,982964.6,977470.4,985922.6
"660",959029.4,969027.8,951238.2,982893,977353.4,985858.3
"661",958858.8,968884.7,951112.7,982821.3,977236.4,985793.9
"662",958675.2,968730.1,950980.4,982744.9,977109.3,985725.2
"663",958491.6,968575.5,950848.2,982668.5,976982.3,985656.5
"664",958308,968420.9,950715.9,982592.1,976855.2,985587.8
"665",958124.4,968266.3,950583.6,982515.7,976728.1,985519
"666",957940.8,968111.7,950451.4,982439.2,976601.1,985450.3
"667",957757.2,967957,950319.1,982362.8,976474,985381.6
"668",957573.6,967802.4,950186.9,982286.4,976347,985312.8
"669",957390,967647.8,950054.6,982210,976219.9,985244.1
"670",957206.4,967493.2,949922.3,982133.6,976092.9,985175.4
"671",957022.9,967338.6,949790.1,982057.2,975965.8,985106.7
"672",956839.3,967183.9,949657.8,981980.8,975838.8,985037.9
"673",956655.7,967029.3,949525.6,981904.4,975711.7,984969.2
"674",956459.2,966863.4,949386.6,981823.8,975574.9,984896.7
"675",956262.7,966697.4,949247.7,981743.2,975438.1,984824.2
"676",956066.2,966531.5,949108.8,981662.7,975301.3,984751.7
"677",955869.8,966365.5,948969.8,981582.1,975164.5,984679.2
"678",955673.3,966199.6,948830.9,981501.6,975027.7,984606.7
"679",955476.8,966033.6,948692,981421,974890.9,984534.2
"680",955280.3,965867.7,948553,981340.5,974754.1,984461.7
"681",955083.9,965701.7,948414.1,981259.9,974617.3,984389.2
"682",954887.4,965535.8,948275.2,981179.4,974480.5,984316.7
"683",954690.9,965369.8,948136.2,981098.8,974343.7,984244.2
"684",954494.4,965203.9,947997.3,981018.3,974206.9,984171.8
"685",954298,965037.9,947858.4,980937.7,974070.1,984099.3
"686",954088.8,964860.8,947713.1,980853.8,973923.7,984023.8
"687",953879.6,964683.8,947567.9,980769.9,973777.4,983948.4
"688",953670.5,964506.7,947422.6,980686,973631.1,983872.9
"689",953461.3,964329.6,947277.4,980602.1,973484.7,983797.4
"690",953252.2,964152.6,947132.2,980518.2,973338.4,983722
"691",953043,963975.5,946986.9,980434.3,973192.1,983646.5
"692",952833.9,963798.4,946841.7,980350.4,973045.7,983571.1
"693",952624.7,963621.4,946696.4,980266.5,972899.4,983495.6
"694",952415.6,963444.3,946551.2,980182.6,972753,983420.2
"695",952206.4,963267.2,946406,980098.7,972606.7,983344.7
"696",951997.3,963090.2,946260.7,980014.8,972460.4,983269.3
"697",951788.1,962913.1,946115.5,979930.9,972314,983193.8
"698",951566.6,962725.2,945964.5,979844.5,972158.4,983116.3
"699",951345.1,962537.3,945813.6,979758.2,972002.8,983038.7
"700",951123.6,962349.4,945662.6,979671.8,971847.2,982961.2
"701",950902.1,962161.5,945511.6,979585.4,971691.5,982883.7
"702",950680.5,961973.6,945360.7,979499.1,971535.9,982806.1
"703",950459,961785.7,945209.7,979412.7,971380.3,982728.6
"704",950237.5,961597.8,945058.7,979326.3,971224.6,982651
"705",950016,961409.8,944907.8,979239.9,971069,982573.5
"706",949794.5,961221.9,944756.8,979153.6,970913.4,982496
"707",949573,961034,944605.8,979067.2,970757.7,982418.4
"708",949351.5,960846.1,944454.9,978980.8,970602.1,982340.9
"709",949130,960658.2,944303.9,978894.4,970446.5,982263.4
"710",948896.7,960460,944147.9,978806.4,970282,982184.6
"711",948663.5,960261.7,943991.8,978718.4,970117.4,982105.8
"712",948430.2,960063.5,943835.8,978630.4,969952.9,982027
"713",948196.9,959865.3,943679.7,978542.4,969788.4,981948.2
"714",947963.7,959667,943523.7,978454.3,969623.9,981869.4
"715",947730.4,959468.8,943367.6,978366.3,969459.4,981790.6
"716",947497.1,959270.5,943211.5,978278.3,969294.8,981711.8
"717",947263.9,959072.3,943055.5,978190.3,969130.3,981633
"718",947030.6,958874,942899.4,978102.3,968965.8,981554.2
"719",946797.4,958675.8,942743.4,978014.2,968801.3,981475.4
"720",946564.1,958477.6,942587.3,977926.2,968636.8,981396.6
"721",946330.8,958279.3,942431.3,977838.2,968472.2,981317.8
"722",946086.4,958071.2,942270.9,977749.3,968299.2,981238.5
"723",945842,957863.1,942110.5,977660.4,968126.2,981159.2
"724",945597.5,957655,941950.1,977571.6,967953.2,981079.9
"725",945353.1,957446.9,941789.7,977482.7,967780.2,981000.6
"726",945108.6,957238.8,941629.3,977393.8,967607.2,980921.3
"727",944864.2,957030.7,941468.9,977304.9,967434.2,980842
"728",944619.8,956822.6,941308.5,977216,967261.1,980762.7
"729",944375.3,956614.6,941148.1,977127.2,967088.1,980683.4
"730",944130.9,956406.5,940987.7,977038.3,966915.1,980604.1
"731",943886.4,956198.4,940827.3,976949.4,966742.1,980524.8
"732",943642,955990.3,940666.9,976860.5,966569.1,980445.5
"733",943397.6,955782.2,940506.5,976771.7,966396.1,980366.2
"734",943142.6,955564.8,940348.9,976686.1,966215.1,980290.1
"735",942887.6,955347.4,940191.2,976600.4,966034.1,980214.1
"736",942632.6,955130.1,940033.6,976514.8,965853.1,980138
"737",942377.6,954912.7,939875.9,976429.2,965672.1,980061.9
"738",942122.6,954695.3,939718.3,976343.6,965491.1,979985.8
"739",941867.6,954477.9,939560.6,976258,965310.2,979909.7
"740",941612.6,954260.6,939403,976172.4,965129.2,979833.7
"741",941357.6,954043.2,939245.3,976086.8,964948.2,979757.6
"742",941102.6,953825.8,939087.7,976001.2,964767.2,979681.5
"743",940847.7,953608.4,938930,975915.6,964586.2,979605.4
"744",940592.7,953391.1,938772.4,975830,964405.2,979529.3
"745",940337.7,953173.7,938614.7,975744.4,964224.2,979453.3
"746",940053,952930.8,938431.1,975646.9,964021.9,979367
"747",939768.3,952688,938247.5,975549.4,963819.5,979280.7
"748",939483.6,952445.1,938063.8,975451.9,963617.2,979194.4
"749",939199,952202.3,937880.2,975354.4,963414.8,979108.1
"750",938914.3,951959.4,937696.6,975256.9,963212.4,979021.8
"751",938629.6,951716.5,937513,975159.5,963010.1,978935.6
"752",938344.9,951473.7,937329.3,975062,962807.7,978849.3
"753",938060.3,951230.8,937145.7,974964.5,962605.4,978763
"754",937775.6,950987.9,936962.1,974867,962403,978676.7
"755",937490.9,950745.1,936778.5,974769.5,962200.6,978590.4
"756",937206.2,950502.2,936594.8,974672,961998.3,978504.2
"757",936921.5,950259.4,936411.2,974574.5,961795.9,978417.9
"758",936610.2,949993.7,936202.9,974466.5,961574.6,978322.8
"759",936298.8,949728.1,935994.6,974358.6,961353.4,978227.7
"760",935987.4,949462.5,935786.3,974250.6,961132.1,978132.6
"761",935676.1,949196.9,935578,974142.6,960910.8,978037.5
"762",935364.7,948931.3,935369.7,974034.7,960689.6,977942.4
"763",935053.3,948665.7,935161.4,973926.7,960468.3,977847.3
"764",934742,948400.1,934953.1,973818.8,960247,977752.2
"765",934430.6,948134.5,934744.8,973710.8,960025.7,977657.1
"766",934119.2,947868.8,934536.5,973602.9,959804.5,977561.9
"767",933807.9,947603.2,934328.2,973494.9,959583.2,977466.8
"768",933496.5,947337.6,934119.8,973386.9,959361.9,977371.7
"769",933185.1,947072,933911.5,973279,959140.6,977276.6
"770",932850.6,946786.9,933682.2,973163.2,958903.4,977175.1
"771",932516.1,946501.9,933452.9,973047.4,958666.3,977073.6
"772",932181.6,946216.8,933223.6,972931.6,958429.1,976972.2
"773",931847.1,945931.7,932994.3,972815.8,958191.9,976870.7
"774",931512.6,945646.7,932765,972700,957954.7,976769.2
"775",931178,945361.6,932535.7,972584.2,957717.5,976667.7
"776",930843.5,945076.5,932306.4,972468.4,957480.3,976566.2
"777",930509,944791.4,932077.1,972352.7,957243.1,976464.7
"778",930174.5,944506.4,931847.8,972236.9,957006,976363.2
"779",929840,944221.3,931618.5,972121.1,956768.8,976261.7
"780",929505.5,943936.2,931389.2,972005.3,956531.6,976160.2
"781",929171,943651.2,931159.9,971889.5,956294.4,976058.7
"782",928819,943351.8,930915.1,971769.3,956045.9,975953.9
"783",928467,943052.4,930670.4,971649.1,955797.4,975849.1
"784",928114.9,942753,930425.7,971528.9,955548.9,975744.3
"785",927762.9,942453.7,930180.9,971408.8,955300.4,975639.5
"786",927410.9,942154.3,929936.2,971288.6,955051.9,975534.7
"787",927058.9,941854.9,929691.4,971168.4,954803.5,975430
"788",926706.9,941555.5,929446.7,971048.2,954555,975325.2
"789",926354.9,941256.2,929202,970928,954306.5,975220.4
"790",926002.9,940956.8,928957.2,970807.8,954058,975115.6
"791",925650.9,940657.4,928712.5,970687.6,953809.5,975010.8
"792",925298.9,940358,928467.7,970567.5,953561,974906
"793",924946.9,940058.7,928223,970447.3,953312.5,974801.2
"794",924583.9,939750.9,927967.5,970325.5,953057.9,974695.6
"795",924221,939443.1,927712,970203.7,952803.3,974590.1
"796",923858.1,939135.3,927456.5,970081.9,952548.7,974484.5
"797",923495.1,938827.5,927201,969960.1,952294.1,974378.9
"798",923132.2,938519.8,926945.5,969838.3,952039.5,974273.3
"799",922769.3,938212,926690,969716.5,951784.9,974167.7
"800",922406.3,937904.2,926434.6,969594.8,951530.3,974062.1
"801",922043.4,937596.4,926179.1,969473,951275.7,973956.6
"802",921680.4,937288.6,925923.6,969351.2,951021.1,973851
"803",921317.5,936980.9,925668.1,969229.4,950766.5,973745.4
"804",920954.6,936673.1,925412.6,969107.6,950511.9,973639.8
"805",920591.6,936365.3,925157.1,968985.8,950257.3,973534.2
"806",920222.5,936053.1,924892.5,968863.1,949999.8,973428.4
"807",919853.4,935740.9,924627.8,968740.5,949742.4,973322.7
"808",919484.2,935428.7,924363.2,968617.8,949485,973216.9
"809",919115.1,935116.5,924098.5,968495.1,949227.6,973111.1
"810",918746,934804.4,923833.9,968372.4,948970.1,973005.3
"811",918376.9,934492.2,923569.3,968249.8,948712.7,972899.5
"812",918007.7,934180,923304.6,968127.1,948455.3,972793.8
"813",917638.6,933867.8,923040,968004.4,948197.8,972688
"814",917269.5,933555.6,922775.3,967881.7,947940.4,972582.2
"815",916900.3,933243.4,922510.7,967759.1,947683,972476.4
"816",916531.2,932931.2,922246.1,967636.4,947425.5,972370.6
"817",916162.1,932619,921981.4,967513.7,947168.1,972264.8
"818",915789.8,932305.1,921706.3,967389.8,946910.1,972158.5
"819",915417.6,931991.2,921431.1,967265.8,946652.2,972052.3
"820",915045.3,931677.3,921155.9,967141.9,946394.2,971946
"821",914673,931363.3,920880.8,967017.9,946136.2,971839.7
"822",914300.8,931049.4,920605.6,966894,945878.3,971733.4
"823",913928.5,930735.5,920330.5,966770,945620.3,971627.1
"824",913556.2,930421.6,920055.3,966646.1,945362.3,971520.8
"825",913184,930107.6,919780.1,966522.1,945104.3,971414.5
"826",912811.7,929793.7,919505,966398.2,944846.4,971308.2
"827",912439.4,929479.8,919229.8,966274.2,944588.4,971201.9
"828",912067.2,929165.9,918954.7,966150.3,944330.4,971095.6
"829",911694.9,928851.9,918679.5,966026.3,944072.5,970989.3
"830",911319.4,928536.1,918392.1,965900.4,943813.8,970881.9
"831",910943.8,928220.3,918104.6,965774.6,943555.1,970774.6
"832",910568.3,927904.5,917817.2,965648.7,943296.4,970667.2
"833",910192.7,927588.7,917529.8,965522.8,943037.8,970559.9
"834",909817.2,927272.9,917242.3,965397,942779.1,970452.5
"835",909441.7,926957.1,916954.9,965271.1,942520.4,970345.2
"836",909066.1,926641.2,916667.5,965145.2,942261.8,970237.8
"837",908690.6,926325.4,916380,965019.3,942003.1,970130.5
"838",908315,926009.6,916092.6,964893.5,941744.4,970023.1
"839",907939.5,925693.8,915805.2,964767.6,941485.7,969915.7
"840",907564,925378,915517.7,964641.7,941227.1,969808.4
"841",907188.4,925062.2,915230.3,964515.9,940968.4,969701
"842",906805.5,924740.7,914927.9,964386.5,940705.6,969591.2
"843",906422.6,924419.1,914625.4,964257.1,940442.7,969481.4
"844",906039.6,924097.6,914323,964127.8,940179.9,969371.6
"845",905656.7,923776.1,914020.5,963998.4,939917.1,969261.7
"846",905273.8,923454.6,913718.1,963869,939654.3,969151.9
"847",904890.8,923133.1,913415.7,963739.7,939391.4,969042.1
"848",904507.9,922811.5,913113.2,963610.3,939128.6,968932.3
"849",904125,922490,912810.8,963481,938865.8,968822.4
"850",903742.1,922168.5,912508.3,963351.6,938602.9,968712.6
"851",903359.1,921847,912205.9,963222.2,938340.1,968602.8
"852",902976.2,921525.5,911903.4,963092.9,938077.3,968493
"853",902593.3,921204,911601,962963.5,937814.4,968383.1
"854",902195.3,920870.1,911281.9,962829.9,937541.9,968270.1
"855",901797.4,920536.3,910962.9,962696.2,937269.3,968157.1
"856",901399.4,920202.5,910643.8,962562.6,936996.8,968044.1
"857",901001.5,919868.7,910324.7,962428.9,936724.2,967931.1
"858",900603.6,919534.9,910005.6,962295.3,936451.7,967818.1
"859",900205.6,919201,909686.6,962161.6,936179.1,967705.1
"860",899807.7,918867.2,909367.5,962028,935906.6,967592.1
"861",899409.7,918533.4,909048.4,961894.3,935634,967479.1
"862",899011.8,918199.6,908729.4,961760.7,935361.4,967366.1
"863",898613.8,917865.8,908410.3,961627,935088.9,967253.1
"864",898215.9,917531.9,908091.2,961493.4,934816.3,967140.1
"865",897817.9,917198.1,907772.2,961359.7,934543.8,967027.1
"866",897395.8,916844.3,907434.6,961221.2,934255.2,966910.5
"867",896973.6,916490.5,907097,961082.7,933966.7,966793.8
"868",896551.5,916136.7,906759.5,960944.1,933678.1,966677.2
"869",896129.4,915782.8,906421.9,960805.6,933389.6,966560.5
"870",895707.2,915429,906084.3,960667.1,933101.1,966443.8
"871",895285.1,915075.2,905746.8,960528.5,932812.5,966327.2
"872",894862.9,914721.4,905409.2,960390,932524,966210.5
"873",894440.8,914367.6,905071.6,960251.5,932235.4,966093.9
"874",894018.6,914013.7,904734.1,960112.9,931946.9,965977.2
