,Joan_var,Pere_var,Marta_var,Claudia_var,Marc_var,Maria_var
477,848.89,1200.32,1344.25,1323.15,1769.9,1421.86
478,848.89,1200.32,1364.41,1323.15,1769.9,1421.86
479,848.89,1200.32,1364.41,1323.15,1769.9,1421.86
480,848.89,1200.32,1364.41,1323.15,1769.9,1421.86
481,848.89,1218.32,1364.41,1323.15,1769.9,1421.86
482,848.89,1218.32,1364.41,1342.99,1769.9,1421.86
483,848.89,1218.32,1364.41,1342.99,1769.9,1421.86
484,848.89,1218.32,1364.41,1342.99,1769.9,1443.19
485,848.89,1218.32,1364.41,1342.99,1769.9,1443.19
486,861.62,1218.32,1364.41,1342.99,1796.45,1443.19
487,861.62,1218.32,1364.41,1342.99,1796.45,1443.19
488,861.62,1218.32,1364.41,1342.99,1796.45,1443.19
489,861.62,1218.32,1364.41,1342.99,1796.45,1443.19
490,861.62,1218.32,1384.88,1342.99,1796.45,1443.19
491,861.62,1218.32,1384.88,1342.99,1796.45,1443.19
492,861.62,1218.32,1384.88,1342.99,1796.45,1443.19
493,861.62,1236.6,1384.88,1342.99,1796.45,1443.19
494,861.62,1236.6,1384.88,1363.14,1796.45,1443.19
495,861.62,1236.6,1384.88,1363.14,1796.45,1443.19
496,861.62,1236.6,1384.88,1363.14,1796.45,1464.84
497,861.62,1236.6,1384.88,1363.14,1796.45,1464.84
498,874.55,1236.6,1384.88,1363.14,1823.4,1464.84
499,874.55,1236.6,1384.88,1363.14,1823.4,1464.84
500,874.55,1236.6,1384.88,1363.14,1823.4,1464.84
501,874.55,1236.6,1384.88,1363.14,1823.4,1464.84
502,874.55,1236.6,1405.65,1363.14,1823.4,1464.84
503,874.55,1236.6,1405.65,1363.14,1823.4,1464.84
504,874.55,1236.6,1405.65,1363.14,1823.4,1464.84
505,874.55,1255.15,1405.65,1363.14,1823.4,1464.84
506,874.55,1255.15,1405.65,1383.58,1823.4,1464.84
507,874.55,1255.15,1405.65,1383.58,1823.4,1464.84
508,874.55,1255.15,1405.65,1383.58,1823.4,1486.81
509,874.55,1255.15,1405.65,1383.58,1823.4,1486.81
510,887.66,1255.15,1405.65,1383.58,1850.75,1486.81
511,887.66,1255.15,1405.65,1383.58,1850.75,1486.81
512,887.66,1255.15,1405.65,1383.58,1850.75,1486.81
513,887.66,1255.15,1405.65,1383.58,1850.75,1486.81
514,887.66,1255.15,1426.74,1383.58,1850.75,1486.81
515,887.66,1255.15,1426.74,1383.58,1850.75,1486.81
516,887.66,1255.15,1426.74,1383.58,1850.75,1486.81
517,887.66,1273.97,1426.74,1383.58,1850.75,1486.81
518,887.66,1273.97,1426.74,1404.34,1850.75,1486.81
519,887.66,1273.97,1426.74,1404.34,1850.75,1486.81
520,887.66,1273.97,1426.74,1404.34,1850.75,1509.11
521,887.66,1273.97,1426.74,1404.34,1850.75,1509.11
522,900.98,1273.97,1426.74,1404.34,1878.51,1509.11
523,900.98,1273.97,1426.74,1404.34,1878.51,1509.11
524,900.98,1273.97,1426.74,1404.34,1878.51,1509.11
525,900.98,1273.97,1426.74,1404.34,1878.51,1509.11
526,900.98,1273.97,1448.14,1404.34,1878.51,1509.11
527,900.98,1273.97,1448.14,1404.34,1878.51,1509.11
528,900.98,1273.97,1448.14,1404.34,1878.51,1509.11
529,900.98,1293.08,1448.14,1404.34,1878.51,1509.11
530,900.98,1293.08,1448.14,1425.4,1878.51,1509.11
531,900.98,1293.08,1448.14,1425.4,1878.51,1509.11
532,900.98,1293.08,1448.14,1425.4,1878.51,1531.75
533,900.98,1293.08,1448.14,1425.4,1878.51,1531.75
534,914.49,1293.08,1448.14,1425.4,1906.69,1531.75
535,914.49,1293.08,1448.14,1425.4,1906.69,1531.75
536,914.49,1293.08,1448.14,1425.4,1906.69,1531.75
537,914.49,1293.08,1448.14,1425.4,1906.69,1531.75
538,914.49,1293.08,1469.86,1425.4,1906.69,1531.75
539,914.49,1293.08,1469.86,1425.4,1906.69,1531.75
540,914.49,1293.08,1469.86,1425.4,1906.69,1531.75
541,914.49,1312.48,1469.86,1425.4,1906.69,1531.75
542,914.49,1312.48,1469.86,1446.78,1906.69,1531.75
543,914.49,1312.48,1469.86,1446.78,1906.69,1531.75
544,914.49,1312.48,1469.86,1446.78,1906.69,1554.73
545,914.49,1312.48,1469.86,1446.78,1906.69,1554.73
546,928.21,1312.48,1469.86,1446.78,1935.29,1554.73
547,928.21,1312.48,1469.86,1446.78,1935.29,1554.73
548,928.21,1312.48,1469.86,1446.78,1935.29,1554.73
549,928.21,1312.48,1469.86,1446.78,1935.29,1554.73
550,928.21,1312.48,1491.91,1446.78,1935.29,1554.73
551,928.21,1312.48,1491.91,1446.78,1935.29,1554.73
552,928.21,1312.48,1491.91,1446.78,1935.29,1554.73
553,928.21,1332.17,1491.91,1446.78,1935.29,1554.73
554,928.21,1332.17,1491.91,1468.49,1935.29,1554.73
555,928.21,1332.17,1491.91,1468.49,1935.29,1554.73
556,928.21,1332.17,1491.91,1468.49,1935.29,1578.05
557,928.21,1332.17,1491.91,1468.49,1935.29,1578.05
558,942.13,1332.17,1491.91,1468.49,1964.32,1578.05
559,942.13,1332.17,1491.91,1468.49,1964.32,1578.05
560,942.13,1332.17,1491.91,1468.49,1964.32,1578.05
561,942.13,1332.17,1491.91,1468.49,1964.32,1578.05
562,942.13,1332.17,1514.29,1468.49,1964.32,1578.05
563,942.13,1332.17,1514.29,1468.49,1964.32,1578.05
564,942.13,1332.17,1514.29,1468.49,1964.32,1578.05
565,942.13,1352.15,1514.29,1468.49,1964.32,1578.05
566,942.13,1352.15,1514.29,1490.51,1964.32,1578.05
567,942.13,1352.15,1514.29,1490.51,1964.32,1578.05
568,942.13,1352.15,1514.29,1490.51,1964.32,1601.72
569,942.13,1352.15,1514.29,1490.51,1964.32,1601.72
570,956.27,1352.15,1514.29,1490.51,1993.78,1601.72
571,956.27,1352.15,1514.29,1490.51,1993.78,1601.72
572,956.27,1352.15,1514.29,1490.51,1993.78,1601.72
573,956.27,1352.15,1514.29,1490.51,1993.78,1601.72
574,956.27,1352.15,1537.0,1490.51,1993.78,1601.72
575,956.27,1352.15,1537.0,1490.51,1993.78,1601.72
576,956.27,1352.15,1537.0,1490.51,1993.78,1601.72
577,956.27,1372.43,1537.0,1490.51,1993.78,1601.72
578,956.27,1372.43,1537.0,1512.87,1993.78,1601.72
579,956.27,1372.43,1537.0,1512.87,1993.78,1601.72
580,956.27,1372.43,1537.0,1512.87,1993.78,1625.74
581,956.27,1372.43,1537.0,1512.87,1993.78,1625.74
582,970.61,1372.43,1537.0,1512.87,2023.69,1625.74
583,970.61,1372.43,1537.0,1512.87,2023.69,1625.74
584,970.61,1372.43,1537.0,1512.87,2023.69,1625.74
585,970.61,1372.43,1537.0,1512.87,2023.69,1625.74
586,970.61,1372.43,1560.06,1512.87,2023.69,1625.74
587,970.61,1372.43,1560.06,1512.87,2023.69,1625.74
588,970.61,1372.43,1560.06,1512.87,2023.69,1625.74
589,970.61,1393.02,1560.06,1512.87,2023.69,1625.74
590,970.61,1393.02,1560.06,1535.56,2023.69,1625.74
591,970.61,1393.02,1560.06,1535.56,2023.69,1625.74
592,970.61,1393.02,1560.06,1535.56,2023.69,1650.13
593,970.61,1393.02,1560.06,1535.56,2023.69,1650.13
594,985.17,1393.02,1560.06,1535.56,2054.04,1650.13
595,985.17,1393.02,1560.06,1535.56,2054.04,1650.13
596,985.17,1393.02,1560.06,1535.56,2054.04,1650.13
597,985.17,1393.02,1560.06,1535.56,2054.04,1650.13
598,985.17,1393.02,1583.46,1535.56,2054.04,1650.13
599,985.17,1393.02,1583.46,1535.56,2054.04,1650.13
600,985.17,1393.02,1583.46,1535.56,2054.04,1650.13
601,985.17,1413.91,1583.46,1535.56,2054.04,1650.13
602,985.17,1413.91,1583.46,1558.6,2054.04,1650.13
603,985.17,1413.91,1583.46,1558.6,2054.04,1650.13
604,985.17,1413.91,1583.46,1558.6,2054.04,1674.88
605,985.17,1413.91,1583.46,1558.6,2054.04,1674.88
606,999.95,1413.91,1583.46,1558.6,2084.85,1674.88
607,999.95,1413.91,1583.46,1558.6,2084.85,1674.88
608,999.95,1413.91,1583.46,1558.6,2084.85,1674.88
609,999.95,1413.91,1583.46,1558.6,2084.85,1674.88
610,999.95,1413.91,1607.21,1558.6,2084.85,1674.88
611,999.95,1413.91,1607.21,1558.6,2084.85,1674.88
612,999.95,1413.91,1607.21,1558.6,2084.85,1674.88
613,999.95,1435.12,1607.21,1558.6,2084.85,1674.88
614,999.95,1435.12,1607.21,1581.98,2084.85,1674.88
615,999.95,1435.12,1607.21,1581.98,2084.85,1674.88
616,999.95,1435.12,1607.21,1581.98,2084.85,1700.01
617,999.95,1435.12,1607.21,1581.98,2084.85,1700.01
618,1014.95,1435.12,1607.21,1581.98,2116.13,1700.01
619,1014.95,1435.12,1607.21,1581.98,2116.13,1700.01
620,1014.95,1435.12,1607.21,1581.98,2116.13,1700.01
621,1014.95,1435.12,1607.21,1581.98,2116.13,1700.01
622,1014.95,1435.12,1631.32,1581.98,2116.13,1700.01
623,1014.95,1435.12,1631.32,1581.98,2116.13,1700.01
624,1014.95,1435.12,1631.32,1581.98,2116.13,1700.01
625,1014.95,1456.65,1631.32,1581.98,2116.13,1700.01
626,1014.95,1456.65,1631.32,1605.71,2116.13,1700.01
627,1014.95,1456.65,1631.32,1605.71,2116.13,1700.01
628,1014.95,1456.65,1631.32,1605.71,2116.13,1725.51
629,1014.95,1456.65,1631.32,1605.71,2116.13,1725.51
630,1030.17,1456.65,1631.32,1605.71,2147.87,1725.51
631,1030.17,1456.65,1631.32,1605.71,2147.87,1725.51
632,1030.17,1456.65,1631.32,1605.71,2147.87,1725.51
633,1030.17,1456.65,1631.32,1605.71,2147.87,1725.51
634,1030.17,1456.65,1655.79,1605.71,2147.87,1725.51
635,1030.17,1456.65,1655.79,1605.71,2147.87,1725.51
636,1030.17,1456.65,1655.79,1605.71,2147.87,1725.51
637,1030.17,1478.5,1655.79,1605.71,2147.87,1725.51
638,1030.17,1478.5,1655.79,1629.79,2147.87,1725.51
639,1030.17,1478.5,1655.79,1629.79,2147.87,1725.51
640,1030.17,1478.5,1655.79,1629.79,2147.87,1751.39
641,1030.17,1478.5,1655.79,1629.79,2147.87,1751.39
642,1045.62,1478.5,1655.79,1629.79,2180.09,1751.39
643,1045.62,1478.5,1655.79,1629.79,2180.09,1751.39
644,1045.62,1478.5,1655.79,1629.79,2180.09,1751.39
645,1045.62,1478.5,1655.79,1629.79,2180.09,1751.39
646,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
647,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
648,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
649,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
650,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
651,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
652,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
653,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
654,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
655,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
656,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
657,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
658,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
659,1045.62,1478.5,1680.62,1629.79,2180.09,1751.39
